NTD ID,Agency,City,State,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal),Compressed Natural Gas (gal),Bio Diesel (gal),Hydrogen (kg),Other Fuel (gal/gal equivalent),Electric Propulsion (kWh),Electric Battery (kWh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Hydrogen (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles),diesel_gal_questionable,diesel_mpg_questionable,questionable_data
20126,"Hudson Transit Lines, Inc.",Mahwah,NJ,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",74,"944,587",0,0,0,0,0,0,0,0,"5,598,476",0,0,0,0,0,0,0,0,0,
90023,Long Beach Transit,Long Beach,CA,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",144,0,"779,700",0,"1,127,412",0,0,0,0,"527,196",0,"2,177,622",0,"4,112,659",0,0,0,"275,471",0,0,
50032,Mass Transportation Authority,Flint,MI,Independent Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,"27,126","183,820","684,856","697,162",0,73,0,0,0,"142,247","2,845,136","3,251,094","3,063,448","8,477","3,251,094",0,0,0,0,
35,Washington State Ferries,Olympia,WA,State Government Unit or Department of Transportation,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",17,"13,457,375",0,0,0,"1,273,013",0,0,0,0,"744,152",0,0,0,0,0,0,0,0,0,
90299,Sonoma-Marin Area Rail Transit District,Petaluma,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,79498,"Santa Rosa, CA","297,329",10,"224,373",0,0,0,0,0,0,0,0,"681,864",0,0,0,0,0,0,0,0,0,
30088,"County Commissioners of Charles County, MD, dba: PGM VanGO",La Plata,MD,"City, County or Local Government Unit or Department of Transportation",Full Reporter,91261,"Waldorf, MD","118,601",30,0,"281,752",0,0,0,0,0,0,0,0,"1,897,690",0,0,0,0,0,0,0,0,
30014,"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Harrisburg,PA,Independent Public Agency or Authority of Transit Service,Full Reporter,37081,"Harrisburg, PA","490,859",115,0,"173,118",0,0,"394,974",0,0,0,0,"1,888,204","1,123,560",0,0,0,0,0,0,0,0,
80004,"City of Billings, dba: Billings Metropolitan Transit System",Billings,MT,"City, County or Local Government Unit or Department of Transportation",Full Reporter,7705,"Billings, MT","128,787",28,"109,748","31,722",0,0,0,0,0,0,0,"498,683","311,397",0,0,0,0,0,0,0,0,
90013,"Santa Clara Valley Transportation Authority, dba: Valley Transportation Authority",San Jose,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,79039,"San Jose, CA","1,837,446",496,"3,853,776","350,095","51,314",0,0,0,0,"14,045,933","95,613","16,218,238","3,042,428","222,777",0,0,"222,777","1,714,055","24,708",0,0,
90208,"Butte County Association of Governments, dba: Butte Regional Transit/B-Line",Chico,CA,"MPO, COG or Other Planning Agency",Full Reporter,16318,"Chico, CA","111,411",36,"209,877","52,161",0,"6,478",0,0,0,0,0,"1,100,705","287,459",0,0,0,0,0,0,0,0,
50043,"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28333,"Evansville, IN","206,855",26,"210,120","24,116",0,0,0,0,0,0,0,"1,150,792","128,058",0,0,0,0,0,0,0,0,
30095,"County of Lebanon Transit Authority, dba: Lebanon Transit",Lebanon,PA,Independent Public Agency or Authority of Transit Service,Full Reporter,48664,"Lebanon, PA","75,485",24,"56,176","40,344",0,"44,966",0,0,0,0,0,"271,020","301,505",0,"199,865",0,0,0,0,0,0,
20199,County of Atlantic,Atlantic City,NJ,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3904,"Atlantic City--Ocean City--Villas, NJ","294,921",33,"4,158","89,271",0,0,0,0,0,0,0,"26,598","585,887",0,0,0,0,0,0,0,0,
8,"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,"130,094",0,0,0,"5,042,045",0,0,"50,161,343","582,556","26,455,921",0,0,0,0,0,"8,180,421","178,517",0,0,
50004,"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45910,"La Crosse, WI--MN","98,872",26,"156,336","8,830",0,0,0,0,0,0,"65,780","900,467",0,0,0,0,0,0,"27,853",0,0,
10086,Cooperative Alliance for Seacoast Transportation,Dover,NH,Independent Public Agency or Authority of Transit Service,Full Reporter,24607,"Dover--Rochester, NH--ME","72,391",23,"54,253","43,504",0,0,"42,510",0,0,0,0,"347,970","599,971",0,0,0,0,0,0,0,0,
40232,"Central Florida Commuter Rail, dba: SunRail",Tallahassee,FL,State Government Unit or Department of Transportation,Full Reporter,65863,"Orlando, FL","1,853,896",23,"1,185,090",0,0,0,0,0,0,0,0,"515,596",0,0,0,0,0,0,0,0,0,
40021,"City of Albany , dba: Albany Transit System",,GA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,901,"Albany, GA","85,960",15,0,"1,902",0,"158,099",0,0,0,0,0,0,"29,866",0,"733,436",0,0,0,0,0,0,
50045,Gary Public Transportation Corporation,Gary,IN,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",22,"116,760","36,582",0,0,0,0,0,0,0,"475,422","337,917",0,0,0,0,0,0,0,0,
60016,"City of Beaumont, dba: Beaumont Municipal Transit System",Beaumont,TX,"City, County or Local Government Unit or Department of Transportation",Full Reporter,6058,"Beaumont, TX","146,649",18,"22,317",0,0,"227,487",0,0,0,0,0,"152,243",0,0,"596,606",0,0,0,0,0,0,
40009,"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,"251,787","52,921","4,591",0,0,0,0,0,0,"946,417","32,519",0,0,0,"440,150",0,0,0,0,
50003,"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,"City, County or Local Government Unit or Department of Transportation",Full Reporter,44506,"Kenosha, WI","125,865",57,"181,311","36,431",0,0,0,0,0,"93,588",0,"940,894",0,0,0,0,0,"16,903",0,0,0,
40191,"Transit Authority of Central Kentucky, dba: TACK",Elizabethtown,KY,Independent Public Agency or Authority of Transit Service,Full Reporter,26750,"Elizabethtown--Radcliff, KY","76,441",34,0,"130,111",0,0,0,0,0,0,"8,440",0,"1,423,631",0,0,0,0,0,"29,105",0,0,
50342,"LINK Hendricks County, dba: Hendricks and Morgan County Connect",Danville,IN,Private-Non-Profit Corporation,Full Reporter,41212,"Indianapolis, IN","1,699,881",23,0,"41,082",0,0,0,0,0,0,0,0,"510,914",0,0,0,0,0,0,0,0,
415,"Ada County Highway District, dba: ACHD Commuteride",Boise,ID,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8785,"Boise City, ID","433,180",81,0,"93,089",0,0,0,0,0,0,0,0,"1,397,501",0,0,0,0,0,0,0,0,
70041,"Ames Transit Agency, dba: CyRide",Ames,IA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2062,"Ames, IA","66,342",58,"312,219","13,015",0,0,"24,697",0,0,0,0,"1,336,624","30,587",0,0,0,0,0,0,0,0,
40008,"City of Charlotte North Carolina, dba: Charlotte Area Transit System",Charlotte,NC,"City, County or Local Government Unit or Department of Transportation",Full Reporter,15670,"Charlotte, NC--SC","1,379,873",289,"2,282,352","36,560",0,0,0,0,0,"15,279,951","122,407","24,072,614","457,654",0,0,0,0,"1,967,856","103,586",0,0,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149","7,117,284",0,0,0,0,0,0,"388,728,660",0,"251,738",0,0,0,0,"2,722,018","53,358,141",0,0,0,
30035,Ohio Valley Regional Transportation Authority,Wheeling,WV,Independent Public Agency or Authority of Transit Service,Full Reporter,94726,"Wheeling, WV--OH","57,695",17,"127,628","23,992",0,0,0,0,0,0,0,"625,591","166,177",0,0,0,0,0,0,0,0,
70044,"University of Kansas, dba: KU Transportation Services",Lawrence,KS,University,Full Reporter,48232,"Lawrence, KS","94,998",18,"46,497",0,0,0,"79,750",0,0,0,0,"566,388",0,0,0,0,0,0,0,0,0,
40178,"The Transportation Management Association Group, dba: The TMA Group",Franklin,TN,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",38,0,"40,225",0,0,0,0,0,0,0,0,"785,345",0,0,0,0,0,0,0,0,
60012,"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,"City, County or Local Government Unit or Department of Transportation",Full Reporter,91027,"Waco, TX","192,844",31,"206,516","39,947",0,0,0,0,0,0,0,"1,598,872","359,209",0,0,0,0,0,0,0,0,
40002,"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45640,"Knoxville, TN","597,257",71,"565,560","95,136",0,0,0,0,0,0,"209,175","2,038,395","781,622",0,0,0,0,0,"353,389",0,0,
10115,"Northern New England Passenger Rail Authority, dba: Amtrak Downeaster",Portland,ME,Independent Public Agency or Authority of Transit Service,Full Reporter,71263,"Portland, ME","205,356",21,"870,101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50522,"Lake Erie Transportation Commission, dba: Lake Erie Transit",Monroe,MI,Independent Public Agency or Authority of Transit Service,Full Reporter,58357,"Monroe, MI","57,260",21,"52,303","3,970",0,0,0,0,0,0,0,"645,877","51,724",0,0,0,0,0,0,0,0,
90230,"California Vanpool Authority, dba: CalVans",Hanford,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,36703,"Hanford, CA","66,638",758,0,"888,006",0,0,0,0,0,0,0,0,"11,078,609",0,0,0,0,0,0,0,0,
90196,County of Placer,Auburn,CA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,77068,"Sacramento, CA","1,946,618",45,"36,560","83,362",0,"275,799",0,0,0,0,0,"193,488","840,161",0,"1,090,399",0,0,0,0,0,0,
90156,"City of San Luis Obispo, dba: SLO Transit",San Luis Obispo,CA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,79147,"San Luis Obispo, CA","56,904",15,"80,590",940,0,0,0,0,0,0,0,"347,552",150,0,0,0,0,0,0,0,0,
90093,Redding Area Bus Authority,Redding,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,73774,"Redding, CA","120,602",21,"134,802","45,800",0,0,0,0,0,0,"7,378","648,468","289,785",0,0,0,0,0,"3,688",0,0,
60103,"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Richmond,TX,"City, County or Local Government Unit or Department of Transportation",Full Reporter,40429,"Houston, TX","5,853,575",41,"66,600","159,122",0,0,0,0,0,0,0,"1,086,460","2,343,732",0,0,0,0,0,0,0,0,
90092,"City of Fairfield, California, dba: FAST",Fairfield,CA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28657,"Fairfield, CA","150,122",33,"296,704","13,996",0,0,0,0,0,0,0,"537,483","82,801",0,0,0,0,0,0,0,0,
50050,Indianapolis and Marion County Public Transportation,Indianapolis,IN,Independent Public Agency or Authority of Transit Service,Full Reporter,41212,"Indianapolis, IN","1,699,881",159,"1,366,576","243,950",0,0,0,0,0,0,"3,053,309","7,855,343","2,095,755",0,0,0,0,0,"907,705",0,0,
50010,METRO Regional Transit Authority,Akron,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,766,"Akron, OH","541,879",182,"238,988","43,238",0,"815,610",0,0,0,0,"59,032","1,135,400","577,373",0,"3,411,937",0,0,0,"13,820",0,0,
41199,"Board of County Commissioners of St. Lucie County, dba: St Lucie County BOCC - Transit Department",Fort Pierce,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,71479,"Port St. Lucie, FL","437,745",44,"131,109","84,538",0,0,0,0,0,0,0,"793,219","593,221",0,0,0,0,0,0,0,0,
10118,MetroWest Regional Transit Authority,Framingham,MA,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",80,0,"107,712",0,"123,768",0,0,0,0,0,0,"669,704",0,"916,176",0,0,0,0,0,0,
40046,"Sarasota County , dba: Sarasota County Area Transit",Sarasota,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,9536,"Bradenton--Sarasota--Venice, FL","779,075",107,"438,736","275,188",0,0,0,0,0,0,0,"2,282,045","1,627,318",0,0,0,0,0,0,0,0,
90146,Foothill Transit,West Covina,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",303,0,0,0,"4,638,806",0,0,0,0,"920,976",0,0,0,"15,047,065",0,0,0,"343,569",0,0,
43,"Chelan Douglas PTBA , dba: Link Transit",Wenatchee,WA,Independent Public Agency or Authority of Transit Service,Full Reporter,93862,"Wenatchee, WA","78,142",52,"139,295","158,398",0,0,0,0,0,0,"1,065,280","853,448","1,223,542",0,0,0,0,0,"483,986",0,0,
40018,Transit Authority of River City,Louisville,KY,Independent Public Agency or Authority of Transit Service,Full Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",300,"1,409,286","151,267",0,0,0,0,0,0,"141,567","7,073,300","1,117,151",0,0,0,0,0,"51,330",0,0,
40100,"Santee Wateree Regional Transportation Authority, dba: Santee Wateree RTA",Sumter,SC,Independent Public Agency or Authority of Transit Service,Full Reporter,85708,"Sumter, SC","68,825",43,"6,037","61,904","12,751",0,0,0,0,0,0,"5,636","727,899","195,531",0,0,"195,531",0,0,0,0,
90151,"Southern California Regional Rail Authority, dba: Metrolink",Los Angeles,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",195,"3,255,144",0,0,0,"3,872,793",0,0,0,0,"2,359,406",0,0,0,0,0,0,0,0,0,
90026,San Diego Metropolitan Transit System,San Diego,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,0,"75,746","784,951","7,176,335",0,0,0,"56,896,708","455,773",0,"345,985","5,093,876","20,237,713",0,"5,093,876","11,989,853","192,104",0,0,
40023,"Augusta Richmond County Transit Department, dba: Augusta Transit",Augusta,GA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4222,"Augusta-Richmond County, GA--SC","431,480",19,"135,433",0,0,0,0,0,0,0,0,"630,877",0,0,0,0,0,0,0,0,0,
80003,"City of Fargo, dba: Metropolitan Area Transit",Fargo,ND,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29089,"Fargo, ND--MN","216,214",38,"188,261","62,886",0,0,0,0,0,0,0,"859,763","447,718",0,0,0,0,0,0,0,0,
91092,Tahoe Transportation District,Stateline,NV,Independent Public Agency or Authority of Transit Service,Full Reporter,99999,"Lake Tahoe, CA-NV","210,000",13,"63,495","1,279",0,0,0,0,0,0,0,"992,455",0,0,0,0,0,0,0,0,0,
90029,"Omnitrans, dba: OMNI",San Bernardino,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",143,0,"1,423",0,"2,132,128",0,0,0,0,0,0,0,0,"9,862,964",0,0,0,0,0,0,
20004,"Niagara Frontier Transportation Authority, dba: NFTA - Metro Bus & Rail",Buffalo,NY,Independent Public Agency or Authority of Transit Service,Full Reporter,11350,"Buffalo, NY","948,864",294,"1,051,836","205,940",0,"1,011,134",0,0,0,"8,294,444",0,"5,694,674","1,689,355",0,"3,232,394",0,0,"828,838",0,0,0,
50022,Toledo Area Regional Transit Authority,Toledo,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,87868,"Toledo, OH--MI","497,952",126,"609,283",0,0,0,0,0,0,0,0,"4,166,032",0,0,0,0,0,0,0,0,0,
40,"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",321,"2,724,801",0,0,"356,918","519,503",0,0,"40,242,833",0,"10,999,166",0,0,"1,799,331",0,0,"8,225,632",0,0,0,
60024,"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,81739,"Shreveport, LA","288,052",53,0,"223,942",0,"274,529",0,0,0,0,"222,103",0,"1,761,305",0,"1,367,609",0,0,0,"32,665",0,0,
90302,San Bernardino County Transportation Authority,San Bernardino,CA,"MPO, COG or Other Planning Agency",Full Reporter,75340,"Riverside--San Bernardino, CA","2,276,703",57,0,"60,156",0,0,0,0,0,0,0,0,"821,010",0,0,0,0,0,0,0,0,
30045,"JAUNT, Inc.",Charlottesville,VA,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,15724,"Charlottesville, VA","104,191",64,0,"212,701",0,0,0,0,0,0,206,0,"1,726,997",0,0,0,0,0,685,0,0,
60011,VIA Metropolitan Transit,San Antonio,TX,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,"379,353","853,253","783,212","5,288,837",0,0,0,0,0,"1,597,245","8,241,473","3,926,619","19,686,688",0,"3,926,619",0,0,0,0,
60033,Rock Region Metropolitan Transit Authority,North Little Rock,AR,Independent Public Agency or Authority of Transit Service,Full Reporter,50392,"Little Rock, AR","461,864",83,"60,411","167,109",0,"428,043",0,0,0,"251,820",0,"41,297","1,432,523",0,"1,398,586",0,0,"23,076",0,0,0,
20006,City of Long Beach,Long Beach,NY,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",7,"56,078",804,0,0,0,0,0,0,0,"235,526","9,786",0,0,0,0,0,0,0,0,
90131,"City of Scottsdale , dba: Scottsdale Trolley",Scottsdale,AZ,"City, County or Local Government Unit or Department of Transportation",Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",12,"63,893",0,0,"63,977",0,0,0,0,0,"324,527",0,0,"274,082",0,0,0,0,0,0,
40078,"Cobb County, dba: CobbLinc",Marietta,GA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,"758,639","20,718",0,"15,156",0,0,0,0,0,"3,759,008",0,0,"71,028",0,0,0,0,0,0,
50145,City of Kokomo,Kokomo,IN,"City, County or Local Government Unit or Department of Transportation",Full Reporter,45694,"Kokomo, IN","62,576",31,"12,820","75,970",0,0,0,0,0,0,0,"79,407","1,022,106",0,0,0,0,0,0,0,0,
30096,"The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit",Salisbury,MD,Independent Public Agency or Authority of Transit Service,Full Reporter,78364,"Salisbury, MD--DE","78,075",32,"3,578","137,383","148,307",0,0,0,0,0,0,"19,625","198,125",0,0,0,"1,281,418",0,0,0,0,
30012,"Cambria County Transit Authority, dba: CamTran",Johnstown,PA,Independent Public Agency or Authority of Transit Service,Full Reporter,43291,"Johnstown, PA","61,521",46,"93,289","36,854",0,"176,160",0,0,0,"42,283",0,"386,785","244,286",0,"825,986",0,0,0,0,0,0,
90078,"Central Contra Costa Transit Authority, dba: County Connection",Concord,CA,Independent Public Agency or Authority of Transit Service,Full Reporter,19504,"Concord--Walnut Creek, CA","538,583",118,"589,352","103,899",0,0,0,0,0,0,"185,446","3,005,911","589,651",0,0,0,0,0,"70,244",0,0,
40068,"Northwest Alabama Council of Local Governments, dba: NACOLG Transit",Muscle Shoals,AL,"MPO, COG or Other Planning Agency",Full Reporter,29953,"Florence, AL","78,925",28,288,"45,367",0,0,0,0,0,0,0,"3,743","359,570",0,0,0,0,0,0,0,0,
50011,Stark Area Regional Transit Authority,Canton,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,"191,100",0,0,"381,985",0,"40,845",0,0,0,"2,024,453",0,0,"2,062,597","177,218",0,0,0,0,0,
20002,Capital District Transportation Authority,Albany,NY,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,"2,149,462","424,873",0,0,0,0,0,0,"27,415","9,029,312","2,421,968",0,0,0,0,0,"104,026",0,0,
80001,Utah Transit Authority,Salt Lake City,UT,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063","5,643,137","974,542",0,"353,485",0,0,0,"43,863,100","185,435","18,588,117","10,504,499",0,"1,417,674",0,0,"6,532,635","75,528",0,0,
60077,"City of Santa Fe, dba: Santa Fe Trails",Santa Fe,NM,"City, County or Local Government Unit or Department of Transportation",Full Reporter,79363,"Santa Fe, NM","94,241",29,"3,080","9,451",0,"184,896",0,0,0,0,0,"8,969","95,671",0,"749,832",0,0,0,0,0,0,
3,Pierce County Transportation Benefit Area Authority,Lakewood,WA,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",382,"87,965","460,066",0,"1,086,738",0,0,0,0,"236,326","359,891","4,789,954",0,"4,496,032",0,0,0,"83,483",0,0,
20188,MTA Bus Company,New York,NY,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,134","9,476,906",0,0,"1,147,229",0,0,0,0,0,"23,116,558",0,0,"5,486,596",0,0,0,0,0,0,
20071,"Town of Huntington, dba: Huntington Area Rapid Transit",Huntington,NY,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",18,"21,033","60,911",0,0,0,0,0,0,0,"175,840","955,510",0,0,0,0,0,0,0,0,
40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",New Port Richey,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,86599,"Tampa--St. Petersburg, FL","2,783,045",42,"313,567","72,142",0,0,0,0,0,0,0,"1,683,468","459,230",0,0,0,0,0,0,0,0,
50198,Medina County Public Transit,Medina,OH,"City, County or Local Government Unit or Department of Transportation",Full Reporter,17668,"Cleveland, OH","1,712,178",23,541,"60,403",0,0,0,0,0,0,0,"4,371","606,717",0,0,0,0,0,0,0,0,
20072,"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",255,"1,084,223","1,378,656",0,0,0,0,0,0,0,"3,735,629","13,279,221",0,0,0,0,0,0,0,0,
70275,Nebraska Department of Transportation,Lincoln,NE,State Government Unit or Department of Transportation,Full Reporter,65269,"Omaha, NE--IA","819,508",47,0,"46,868",0,0,0,0,0,0,0,0,"470,973",0,0,0,0,0,0,0,0,
40105,Puerto Rico Highway and Transportation Authority – Público,San Juan,PR,State Government Unit or Department of Transportation,Full Reporter,79093,"San Juan, PR","1,844,410",370,"26,166","381,105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30068,"Fairfax County, VA, dba: Fairfax Connector Bus System",Fairfax,VA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",284,"2,526,972",0,0,0,0,0,0,0,0,"13,901,401",0,0,0,0,0,0,0,0,0,
70271,"Kansas City, City of Missouri, dba: Kansas City Streetcar",Kansas City,MO,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43912,"Kansas City, MO--KS","1,674,218",4,0,0,0,0,0,0,0,"987,769",0,0,0,0,0,0,0,"135,792",0,0,0,
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",393,"2,385,210",0,0,0,0,0,0,0,0,"25,502,814",0,0,0,0,0,0,0,0,
30129,Anne Arundel County,Annapolis,MD,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4843,"Baltimore, MD","2,212,038",31,0,"242,387",0,0,0,0,0,0,0,0,"1,460,002",0,0,0,0,0,0,0,0,
50209,Central Indiana Regional Transportation Authority,Indianapolis,IN,Independent Public Agency or Authority of Transit Service,Full Reporter,41212,"Indianapolis, IN","1,699,881",34,"23,700","40,175",0,0,0,0,0,0,0,"187,443","866,046",0,0,0,0,0,0,0,0,
50027,Metro Transit,Minneapolis,MN,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",507,"147,088",0,0,0,"4,185,563",0,0,"29,732,225","533,094","19,843,995",0,0,0,0,0,"3,914,947","175,313",0,0,
50157,Butler County Regional Transit Authority,Hamilton,OH,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,"53,158","117,856",0,0,0,0,0,0,0,"278,361","1,253,958",0,0,0,0,0,0,0,0,
40077,South Florida Regional Transportation Authority,Pompano Beach,FL,Independent Public Agency or Authority of Transit Service,Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",45,"2,763,467",0,0,0,0,0,0,0,0,"1,299,534",0,0,0,0,0,0,0,0,0,
20100,MTA Long Island Rail Road,Jamaica,NY,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",908,"7,310,132",0,0,0,0,0,0,"475,664,400",0,"982,180",0,0,0,0,"859,408","62,796,678",0,0,0,
40034,"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339","1,874,879","1,516,487",0,"7,080,880",0,0,0,"75,860,587",0,"7,252,998","18,064,289",0,"23,612,464",0,0,"8,500,414",0,0,0,
60114,STAR Transit,Terrell,TX,"City, County or Local Government Unit or Department of Transportation",Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",52,0,"211,703",0,0,0,0,0,0,0,0,"1,464,095",0,0,0,0,0,0,0,0,
30001,Kanawha Valley Regional Transportation Authority,Charleston,WV,Independent Public Agency or Authority of Transit Service,Full Reporter,15481,"Charleston, WV","140,958",44,"312,972","90,030",0,0,0,0,0,0,0,"2,061,748","567,584",0,0,0,0,0,0,0,0,
50029,Bay Metropolitan Transit Authority,Bay City,MI,Independent Public Agency or Authority of Transit Service,Full Reporter,5869,"Bay City, MI","68,472",50,"148,508",0,"13,162",0,0,0,0,0,0,"1,010,789",0,"61,222",0,0,"61,222",0,0,0,0,
20166,"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",34,"221,969",0,0,0,0,0,0,0,0,"903,976",0,0,0,0,0,0,0,0,0,
70048,City of Lawrence,Lawrence,KS,"City, County or Local Government Unit or Department of Transportation",Full Reporter,48232,"Lawrence, KS","94,998",40,"62,569","128,028",0,0,0,0,0,0,"80,859","370,479","738,865",0,0,0,0,0,"25,658",0,0,
40043,"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57925,"Mobile, AL","321,907",37,"234,494","121,886",0,0,0,0,0,0,0,"1,050,132","550,448",0,0,0,0,0,0,0,0,
30201,"City of Baltimore, dba: Charm City Circulator",Baltimore,MD,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4843,"Baltimore, MD","2,212,038",21,"162,583",0,0,0,0,0,0,0,0,"567,154",0,0,0,0,0,0,0,0,0,
