NTD ID,Agency,Reporter Type,Organization Type,City,State,Agency VOMS,Mode,Type Of Service,Mode VOMS,UACE Code,UZA Name,Primary UZA Area Sq Miles,Primary  UZA Population,Service Area Sq Miles,Service Area Population,Questionable Data,Time Period,Time Service Begins,Time Service Ends,Actual Vehicle/Passenger Car Miles,Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/ Passenger Deadhead Miles,Scheduled Vehicle/Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains In Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles Traveled,Directional Route Miles,Days Of Service Operated,Days Not Operated - Strikes,Days Not Operated - Emergencies,Average Revenue Speed,Average Passenger Trip Length (APTL),Passengers per Vehicle Revenue Hour
30006,Greater Richmond Transit Company,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Richmond,VA,236,RB,DO,9,"74,746","Richmond, VA",512.35,"1,059,150",186,"452,319",,Annual Total,,,"470,240","418,327","51,913","445,497","47,104","44,713","2,391",,,0,0,0,,0,0,,"1,576,119",,,"4,392,358",30.52,,,,9.3558,2.7868,35.2497
30006,Greater Richmond Transit Company,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Richmond,VA,236,MB,PT,18,"74,746","Richmond, VA",512.35,"1,059,150",186,"452,319",Y,Annual Total,,,"11,564","4,725","6,839","4,725","1,496","1,275",221,,,0,0,0,,0,0,,"2,544",,,"26,458",0,,,,3.7059,10.4002,1.9953
30007,Greater Roanoke Transit Company,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Roanoke,VA,41,MB,DO,24,"75,421","Roanoke, VA",125.5,"217,312",43,"132,259",,Annual Total,,,"1,768,296","1,668,204","100,092","1,874,394","121,155","116,530","4,625",0,0,0,0,0,,0,0,,"1,071,150",,,"6,104,437",0,,,,14.3157,5.699,9.1921
30007,Greater Roanoke Transit Company,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Roanoke,VA,41,DR,PT,17,"75,421","Roanoke, VA",125.5,"217,312",43,"132,259",,Annual Total,,,"639,296","551,117","88,179",0,"37,698","31,679","6,019",0,0,0,0,0,,0,0,,"63,328","63,328",0,"595,207",0,,,,17.3969,9.3988,1.9991
30008,Greater Lynchburg Transit Company,Full Reporter,Independent Public Agency or Authority of Transit Service,Lynchburg,VA,18,MB,DO,14,"52,201","Lynchburg, VA",91.6,"125,596",72,"80,846",,Annual Total,,,"962,430","949,794","12,636","1,011,194","66,480","63,456","3,024",0,0,0,0,0,,0,0,,"431,684",,,"2,022,400",0,,,,14.9678,4.6849,6.8029
30008,Greater Lynchburg Transit Company,Full Reporter,Independent Public Agency or Authority of Transit Service,Lynchburg,VA,18,DR,DO,4,"52,201","Lynchburg, VA",91.6,"125,596",72,"80,846",Y,Annual Total,,,"136,931","118,967","17,964",0,"12,159","10,855","1,304",0,0,0,0,0,,0,0,,"14,941","14,941",0,"274,126",0,,,,10.9596,18.3472,1.3764
30009,"City of Petersburg , dba: Petersburg Area Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Petersburg,VA,17,DR,DO,4,"74,746","Richmond, VA",512.35,"1,059,150",7,"72,422",,Annual Total,,,0,"40,819",0,0,0,"4,334",0,,,0,0,0,,0,0,,"6,240",,0,0,0,,,,9.4183,,1.4398
30009,"City of Petersburg , dba: Petersburg Area Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Petersburg,VA,17,MB,DO,13,"74,746","Richmond, VA",512.35,"1,059,150",7,"72,422",,Annual Total,,,0,"513,473",0,0,0,"42,952",0,,,0,0,0,,0,0,,"397,846",,,0,0,,,,11.9546,,9.2626
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Allentown,PA,118,DR,PT,47,"1,495","Allentown--Bethlehem, PA--NJ",261.55,"621,703",324,"533,100",,Annual Total,,,"1,699,548","1,377,252","322,296",0,"96,359","77,961","18,398",0,0,0,0,0,,0,0,,"183,493","43,856",0,"1,996,266",0,,,,17.6659,10.8792,2.3537
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Allentown,PA,118,MB,DO,71,"1,495","Allentown--Bethlehem, PA--NJ",261.55,"621,703",324,"533,100",,Annual Total,,,"4,091,074","3,256,828","834,246","3,134,277","315,891","251,244","64,647",0,0,0,0,0,,0,0,,"2,765,903",,,"13,801,856",0,,,,12.9628,4.99,11.0088
30011,"Altoona Metro Transit, dba: AMTRAN",Full Reporter,Independent Public Agency or Authority of Transit Service,Altoona,PA,33,MB,DO,20,"1,792","Altoona, PA",37.01,"74,426",25,"69,608",Y,Annual Total,,,"543,634","540,887","2,747","540,022","46,195","45,673",522,0,0,0,0,0,,0,0,,"430,649",,,"2,006,824",0,,,,11.8426,4.66,9.429
30011,"Altoona Metro Transit, dba: AMTRAN",Full Reporter,Independent Public Agency or Authority of Transit Service,Altoona,PA,33,DR,DO,1,"1,792","Altoona, PA",37.01,"74,426",25,"69,608",,Annual Total,,,218,76,142,0,27,9,18,0,0,0,0,0,,0,0,,76,76,0,133,0,,,,8.4444,1.75,8.4444
30011,"Altoona Metro Transit, dba: AMTRAN",Full Reporter,Independent Public Agency or Authority of Transit Service,Altoona,PA,33,DR,PT,12,"1,792","Altoona, PA",37.01,"74,426",25,"69,608",,Annual Total,,,"29,058","23,540","5,518",0,"2,190","1,841",349,0,0,0,0,0,,0,0,,"5,010","5,010",,"23,454",0,,,,12.7865,4.6814,2.7213
30012,Cambria County Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Johnstown,PA,46,MB,DO,32,"43,291","Johnstown, PA",34.7,"61,521",688,"133,472",,Annual Total,,,"1,107,663","1,040,602","67,061","1,035,696","83,366","79,226","4,140",0,0,0,0,0,,0,0,,"679,852",,,"2,339,158",0,,,,13.1346,3.4407,8.5812
30012,Cambria County Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Johnstown,PA,46,DR,DO,14,"43,291","Johnstown, PA",34.7,"61,521",688,"133,472",,Annual Total,,,"304,435","265,983","38,452",0,"17,099","15,096","2,003",0,0,0,0,0,,0,0,,"31,835","4,992",0,"219,444",0,,,,17.6194,6.8932,2.1088
30012,Cambria County Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Johnstown,PA,46,IP,DO,0,"43,291","Johnstown, PA",34.7,"61,521",688,"133,472",,Annual Total,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0.68,,,,,,0
30013,Erie Metropolitan Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Erie,PA,78,DR,DO,33,"27,766","Erie, PA",73.34,"187,820",77,"189,872",,Annual Total,,,"811,280","705,412","105,868",0,"58,572","49,343","9,229",,,0,0,0,,0,0,,"140,854","37,095","2,064","1,058,120",0,,,,14.2961,7.5122,2.8546
30013,Erie Metropolitan Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Erie,PA,78,MB,DO,45,"27,766","Erie, PA",73.34,"187,820",77,"189,872",,Annual Total,,,"1,740,739","1,656,229","84,510","1,685,688","124,913","119,064","5,849",,,0,0,0,,0,0,,"991,684",,,"3,272,884",0,,,,13.9104,3.3003,8.329
30014,"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Harrisburg,PA,115,MB,PT,2,"37,081","Harrisburg, PA",250.25,"490,859",137,"511,009",,Annual Total,,,"67,783","67,005",778,"84,188","5,136","5,061",75,0,0,0,0,0,,0,0,,"11,377",,,"74,213",0,,,,13.2395,6.5231,2.248
30014,"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Harrisburg,PA,115,DR,PT,18,"37,081","Harrisburg, PA",250.25,"490,859",137,"511,009",,Annual Total,,,"503,189","449,412","53,777",0,"28,326","25,144","3,182",0,0,0,0,0,,0,0,,"64,176","11,756","52,418","558,411",0,,,,17.8735,8.7012,2.5523
30014,"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Harrisburg,PA,115,MB,DO,65,"37,081","Harrisburg, PA",250.25,"490,859",137,"511,009",,Annual Total,,,"2,043,883","1,787,823","256,060","1,860,308","137,998","125,742","12,256",0,0,0,0,0,,0,0,,"1,001,794",,,"5,610,308",0,,,,14.2182,5.6003,7.9671
30014,"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Harrisburg,PA,115,DR,DO,30,"37,081","Harrisburg, PA",250.25,"490,859",137,"511,009",,Annual Total,,,"584,988","512,753","72,235",0,"30,994","27,156","3,838",0,0,0,0,0,,0,0,,"72,786","8,195","64,589","672,683",0,,,,18.8818,9.2419,2.6803
30015,Luzerne County Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Kingston,PA,62,MB,DO,32,"80,227","Scranton, PA",162.16,"366,713",56,"295,020",,Annual Total,,,"1,234,895","1,203,261","31,634","1,208,628","90,393","87,838","2,555",0,0,0,0,0,,0,0,,"671,209",,,"2,217,204",0,,,,13.6986,3.3033,7.6414
30015,Luzerne County Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Kingston,PA,62,DR,DO,30,"80,227","Scranton, PA",162.16,"366,713",56,"295,020",,Annual Total,,,"824,147","661,377","162,770",0,"45,701","36,997","8,704",0,0,0,0,0,,0,0,,"105,900","22,116",0,"843,038",0,,,,17.8765,7.9607,2.8624
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",DR,PT,234,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"6,604,180","5,709,370","894,810",0,"623,168","540,978","82,190",,,0,0,0,,0,0,,"714,534","445,723",,"5,102,281",0,,,,10.5538,7.1407,1.3208
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",HR,DO,238,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"15,789,962","15,691,660","98,302","16,112,549","1,031,120","1,024,991","6,129",,,0,"3,488,659","3,467,013","21,646","227,931","226,012","1,919","52,499,263",,,"219,803,311",149.8,,,,15.3091,4.1868,51.2192
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",TB,DO,29,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"717,933","701,398","16,535","880,512","86,317","84,297","2,020",,,0,0,0,,0,0,,"3,011,436",,,"6,074,373",61.12,,,,8.3206,2.0171,35.7241
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",SR,DO,92,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"2,119,939","2,026,697","93,242","2,307,295","248,769","237,827","10,942",,,0,"2,119,939","2,026,697","93,242","248,769","237,827","10,942","10,470,047",,,"26,601,998",165.86,,,,8.5217,2.5408,44.0238
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",CR,DO,277,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"15,435,942","14,712,833","723,109","14,775,965","778,415","747,253","31,162",,,0,"3,810,272","3,630,730","179,542","192,049","184,513","7,536","16,340,688",,,"214,528,260",893.88,,,,19.6892,13.1285,21.8677
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",MB,DO,"1,089","69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"43,982,262","39,188,981","4,793,281","39,850,160","4,205,761","3,876,338","329,423",0,0,0,0,0,,0,0,,"91,161,232",,,"260,749,719",4.8,,,,10.1098,2.8603,23.5174
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,"1,962",MB,PT,3,"69,076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125",844,"3,475,337",,Annual Total,,,"153,116","127,940","25,176","128,154","9,007","7,818","1,189",0,0,0,0,0,,0,0,,"32,454",,,"218,537",0,,,,16.3648,6.7337,4.1512
30022,Port Authority of Allegheny County,Full Reporter,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,823,LR,DO,52,"69,697","Pittsburgh, PA",906.64,"1,745,039",775,"1,238,090",,Annual Total,,,"1,520,852","1,487,181","33,671","1,529,290","121,716","118,946","2,770",,,0,"1,490,062","1,456,533","33,529","119,150","116,417","2,733","2,195,579",,,"9,082,214",99.28,,,,12.503,4.1366,18.4586
30022,Port Authority of Allegheny County,Full Reporter,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,823,IP,DO,2,"69,697","Pittsburgh, PA",906.64,"1,745,039",775,"1,238,090",,Annual Total,,,"13,970","13,970",0,"13,975","5,978","5,978",0,,,0,"13,970","13,970",0,"5,978","5,978",0,"341,003",,,"39,848",0.4,,,,2.3369,0.1169,57.043
30022,Port Authority of Allegheny County,Full Reporter,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,823,MB,DO,561,"69,697","Pittsburgh, PA",906.64,"1,745,039",775,"1,238,090",,Annual Total,,,"24,428,394","18,748,966","5,679,428","26,551,127","1,716,722","1,465,788","250,934",0,0,0,0,0,,0,0,,"28,946,085",,,"106,901,837",112.9,,,,12.791,3.6931,19.7478
30022,Port Authority of Allegheny County,Full Reporter,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,823,DR,PT,208,"69,697","Pittsburgh, PA",906.64,"1,745,039",775,"1,238,090",,Annual Total,,,"7,138,951","6,233,332","905,619",0,"509,786","459,625","50,161",0,0,0,0,0,,0,0,,"845,865","162,888",0,"6,483,942",0,,,,13.5618,7.6655,1.8403
30023,Beaver County Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Rochester,PA,30,MB,DO,13,"69,697","Pittsburgh, PA",906.64,"1,745,039",440,"168,215",,Annual Total,,,"691,532","603,078","88,454","608,576","43,123","40,197","2,926",,,0,0,0,,0,0,,"321,032",,,"3,828,467",20.2,,,,15.0031,11.9255,7.9865
30023,Beaver County Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Rochester,PA,30,DR,DO,17,"69,697","Pittsburgh, PA",906.64,"1,745,039",440,"168,215",,Annual Total,,,"480,120","395,837","84,283",0,"28,293","23,809","4,484",,,0,0,0,,0,0,,"64,965",,"51,886","708,118",0,,,,16.6255,10.9,2.7286
30025,County of Lackawanna Transit System,Full Reporter,Independent Public Agency or Authority of Transit Service,Scranton,PA,72,DR,PT,15,"80,227","Scranton, PA",162.16,"366,713",170,"214,437",,Annual Total,,,"99,242","83,594","15,648",0,"8,865","7,695","1,170",0,0,0,0,0,,0,0,,"13,270",241,0,"126,329",0,,,,10.8634,9.5199,1.7245
30025,County of Lackawanna Transit System,Full Reporter,Independent Public Agency or Authority of Transit Service,Scranton,PA,72,MB,DO,26,"80,227","Scranton, PA",162.16,"366,713",170,"214,437",,Annual Total,,,"941,450","874,420","67,030","876,390","81,902","78,475","3,427",0,0,0,0,0,,0,0,,"536,573",,,"2,456,386",0,,,,11.1427,4.5779,6.8375
30025,County of Lackawanna Transit System,Full Reporter,Independent Public Agency or Authority of Transit Service,Scranton,PA,72,MB,PT,5,"80,227","Scranton, PA",162.16,"366,713",170,"214,437",,Annual Total,,,"189,225","175,812","13,413","176,280","12,637","12,124",513,0,0,0,0,0,,0,0,,"28,808",,,"131,880",0,,,,14.5012,4.5779,2.3761
30025,County of Lackawanna Transit System,Full Reporter,Independent Public Agency or Authority of Transit Service,Scranton,PA,72,DR,DO,26,"80,227","Scranton, PA",162.16,"366,713",170,"214,437",,Annual Total,,,"727,415","589,507","137,908",0,"47,362","38,926","8,436",0,0,0,0,0,,0,0,,"86,110","11,118",0,"538,187",0,,,,15.1443,6.25,2.2121
30026,"City of Williamsport, dba: River Valley Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Williamsport,PA,31,MB,DO,27,"95,455","Williamsport, PA",27.72,"55,344",92,"67,938",,Annual Total,,,"896,024","855,910","40,114","868,954","54,415","51,424","2,991","1,640",0,0,0,0,,0,0,,"688,234",,,"3,730,579",0,,,,16.6442,5.4205,13.3835
30026,"City of Williamsport, dba: River Valley Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Williamsport,PA,31,DR,PT,4,"95,455","Williamsport, PA",27.72,"55,344",92,"67,938",,Annual Total,,,"96,785","96,785",0,0,"3,448","3,448",0,0,0,0,0,0,,0,0,,"5,576","5,576",,"93,150",0,,,,28.0699,16.7055,1.6172
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,CB,PT,2,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"25,455","21,884","3,571","23,795",937,806,131,0,0,0,0,0,,0,0,,"1,457",,,"27,512",0,,,,27.1514,18.8826,1.8077
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,CB,DO,9,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"364,602","268,577","96,025","301,004","14,350","9,239","5,111",0,0,0,0,0,,0,0,,"21,861",,,"494,378",0,,,,29.0699,22.6146,2.3662
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,MB,PT,5,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"99,436","98,172","1,264","101,302","7,227","6,958",269,0,0,0,0,0,,0,0,,"24,097",,,"75,183",0,,,,14.1092,3.12,3.4632
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,MB,DO,30,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"1,318,705","1,222,633","96,072","1,256,211","103,873","98,858","5,015",0,0,0,0,0,,0,0,,"884,955",,,"3,306,538",0,,,,12.3676,3.7364,8.9518
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,DR,TX,3,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,0,"26,241",0,0,0,820,0,,,0,0,0,,0,0,,580,0,580,"27,441",0,0,0,0,32.0012,47.3121,0.7073
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,DR,PT,145,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"2,603,770","2,062,334","541,436",0,"143,472","105,985","37,487",,,0,0,0,,0,0,,"206,528",476,"206,052","2,380,073",0,,,,19.4587,11.5242,1.9487
30027,Central Pennsylvania Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,York,PA,352,DR,DO,158,"97,750","York, PA",113.08,"238,549","5,060","1,232,111",,Annual Total,,,"4,027,993","3,256,363","771,630",0,"201,142","161,684","39,458",,,0,0,0,,0,0,,"334,500","11,857","322,643","3,546,766",0,,,,20.1403,10.6032,2.0689
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Washington,DC,"2,807",HR,DO,998,"92,242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","1,349","5,089,918",,Annual Total,,,"54,844,116","53,126,512","1,717,604","89,476,900","2,367,968","2,302,036","65,932",,,0,"6,960,941","6,740,984","219,957","300,548","291,280","9,268","76,077,714",,,"404,715,396",468.4,,,,23.0781,5.3198,33.048
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Washington,DC,"2,807",DR,PT,662,"92,242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","1,349","5,089,918",,Annual Total,,,"22,880,247","19,251,997","3,628,250",0,"1,956,409","1,670,819","285,590",0,0,0,0,0,,0,0,,"1,307,178","1,307,178",0,"13,699,189",0,,,,11.5225,10.48,0.7824
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Washington,DC,"2,807",MB,PT,51,"92,242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","1,349","5,089,918",Y,Annual Total,,,"1,078,011","776,257","301,754","783,027","65,025","52,392","12,633",0,0,0,0,0,,0,0,,"742,254",,,"5,346,180",0,,,,14.8163,7.2026,14.1673
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Washington,DC,"2,807",MB,DO,"1,096","92,242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","1,349","5,089,918",,Annual Total,,,"44,081,460","35,554,946","8,526,514","36,090,827","4,112,488","3,542,918","569,570",0,0,0,0,0,,0,0,,"78,770,385",,,"246,277,197",68.36,,,,10.0355,3.1265,22.2332
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",DR,DO,15,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"196,402","178,539","17,863",0,"13,520","12,025","1,495",0,0,0,0,0,,0,0,,"19,219","19,219",0,"135,200",0,,,,14.8473,7.0347,1.5983
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",DR,PT,398,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"13,843,639","13,365,050","478,589",0,"829,053","771,353","57,700",0,0,0,0,0,,0,0,,"1,275,553","1,275,553",0,"11,913,199",0,,,,17.3268,9.3396,1.6537
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",DR,TX,150,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,0,"2,510,905",0,0,0,"135,263",0,,,0,0,0,,0,0,,"507,211","507,211",0,"2,730,571",0,0,0,0,18.5631,5.3835,3.7498
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",HR,DO,42,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"4,906,439","4,602,773","303,666","5,000,610","204,387","191,576","12,811",,,0,"877,322","759,899","117,423","34,560","30,879","3,681","2,252,070",,,"8,073,716",58.8,,,,24.0258,3.585,11.7555
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",LR,DO,17,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",,Annual Total,,,"3,209,233","3,110,550","98,683","3,200,146","209,312","201,420","7,892",,,0,"1,420,861","1,419,603","1,258","62,344","61,869",475,"2,903,523",,,"13,671,562",115.2,,,,15.4431,4.7086,14.4153
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",MB,DO,627,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"21,565,673","19,472,968","2,092,705","20,636,991","1,845,708","1,695,080","150,628",0,0,0,0,0,,0,0,,"40,168,414",,,"179,311,207",11.58,,,,11.4879,4.464,23.6971
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",CB,PT,88,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"8,044,199","5,397,064","2,647,135","5,443,096","302,408","187,129","115,279",0,0,0,0,0,,0,0,,"808,736",,,"13,387,421",62,,,,28.8414,16.5535,4.3218
30034,Maryland Transit Administration,Full Reporter,State Government Unit or Department of Transportation,Baltimore,MD,"1,486",CR,PT,149,"4,843","Baltimore, MD",654.93,"2,212,038","2,560","7,811,145",Y,Annual Total,,,"6,095,678","5,780,429","315,249","6,235,202","158,994","152,209","6,785",,,0,"1,233,775","1,189,651","44,124","31,552","28,950","2,602","2,271,221",,,"67,825,402",800.8,,,,37.9769,29.863,14.9217
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Wheeling,WV,17,MB,DO,14,"94,726","Wheeling, WV--OH",36.81,"57,695",27,"57,416",Y,Annual Total,,,"758,236","754,992","3,244","755,242","55,760","55,091",669,9,0,0,0,0,,0,0,,"274,470",,,"962,348",0,,,,13.7045,3.5062,4.9821
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Wheeling,WV,17,DR,DO,3,"94,726","Wheeling, WV--OH",36.81,"57,695",27,"57,416",,Annual Total,,,"36,071","21,655","14,416",0,"2,345","1,478",867,867,0,0,0,0,,0,0,,"3,442","3,442",0,"16,934",0,,,,14.6516,4.9198,2.3288
30036,"City of Charlottesville, dba: Charlottesville Area Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Charlottesville,VA,19,MB,DO,19,"15,724","Charlottesville, VA",36.87,"104,191",38,"85,755",,Annual Total,,,0,"712,242",0,0,0,"74,479",0,,,0,0,0,,0,0,,"1,156,514",,,0,0,,,,9.563,,15.5281
30040,"City of Annapolis, dba: Annapolis Department of Transportation",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Annapolis,MD,11,DR,DO,1,"4,843","Baltimore, MD",654.93,"2,212,038",20,"97,649",,Annual Total,,,0,"22,451",0,0,0,"4,501",0,,,0,0,0,,0,0,,"2,801",,0,0,0,,,,4.988,,0.6223
30040,"City of Annapolis, dba: Annapolis Department of Transportation",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Annapolis,MD,11,MB,DO,10,"4,843","Baltimore, MD",654.93,"2,212,038",20,"97,649",,Annual Total,,,0,"386,206",0,0,0,"39,540",0,,,0,0,0,,0,0,,"202,812",,,0,0,,,,9.7675,,5.1293
30041,"Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Cumberland,MD,15,MB,DO,8,24,Maryland Non-UZA,0,"1,214,444",131,"68,780",,Annual Total,,,0,"189,906",0,0,0,"11,366",0,,,0,0,0,,0,0,,"77,960",,,0,0,,,,16.7083,,6.8591
30041,"Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Cumberland,MD,15,DR,DO,7,24,Maryland Non-UZA,0,"1,214,444",131,"68,780",,Annual Total,,,0,"163,941",0,0,0,"14,596",0,,,0,0,0,,0,0,,"20,581",,"3,200",0,0,,,,11.2319,,1.41
30042,"Washington County , dba: Washington County Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Hagerstown,MD,12,DR,DO,4,"36,190","Hagerstown, MD--WV--PA--VA",120.77,"197,557",70,"48,220",,Annual Total,,,0,"92,139",0,0,0,"5,876",0,,,0,0,0,,0,0,,"16,215",,0,0,0,,,,15.6806,,2.7595
