Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Hydrogen (kg),Hydrogen (kg) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Hydrogen (miles),Hydrogen Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Hydrogen (mpkg),Hydrogen (mpkg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Independent Public Agency or Authority of Transit Service,Full Reporter,49096,"Leominster--Fitchburg, MA","111,790",493,DR,TX,373,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,MB,DO,112,"1,465,237",,0,,0,,0,,"77,118",,0,,0,,0,,0,,"6,620,468",,0,,0,,0,,0,,0,,0,,0,,4.52,,,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,CB,PT,49,"415,060",,0,,0,,0,,0,,0,,0,,0,,0,,"1,995,632",,0,,0,,0,,0,,0,,0,,0,,4.81,,,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,VP,DO,242,0,,"91,493",,0,,0,,0,,0,,0,,0,,0,,0,,"2,064,500",,0,,0,,0,,0,,0,,0,,,,22.56,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,DR,PT,32,0,,"164,988",,"4,237",,0,,0,,0,,0,,0,,0,,0,,"1,050,245",,"24,392",,0,,0,,"24,392",,0,,0,,,,6.37,,5.76,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,CB,DO,46,"253,303",,0,,0,,0,,"13,332",,0,,0,,0,,0,,"4,141,162",,0,,0,,0,,0,,0,,0,,0,,16.35,,,,,,,,,,,,,,,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,77770,"St. Louis, MO--IL","2,156,323",465,LR,DO,42,0,,0,,0,,0,,0,,0,,0,,"34,571,565",,0,,0,,0,,0,,0,,0,,0,,"5,663,216",,0,,,,,,,,,,,,,,0.16,,,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,77770,"St. Louis, MO--IL","2,156,323",465,MB,DO,321,0,,0,,0,,0,,"3,120,784",,0,,0,,0,,"1,520,640",,"15,337,866",,0,,0,,0,,0,,0,,0,,"452,553",,,,,,,,,,,,,,,,0.30,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,77770,"St. Louis, MO--IL","2,156,323",465,DR,DO,102,0,,"107,222",,0,,0,,"339,022",,0,,0,,0,,0,,"2,976,630",,"1,314,640",,0,,0,,0,,0,,0,,0,,,,12.26,,,,,,,,,,,,,
"Metropolitan Transportation Commission, dba: MTC",San Francisco,CA,90094,"MPO, COG or Other Planning Agency",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",442,VP,PT,442,0,,"500,916",,0,,0,,0,,0,,0,,0,,0,,0,,"8,070,002",,0,,0,,0,,0,,0,,0,,,,16.11,,,,,,,,,,,,,
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,74179,"Reno, NV--CA","446,529",421,MB,PT,55,0,,"4,969",,0,,0,,"344,887",,0,,0,,0,,"937,790",,"983,445",,0,,0,,0,,0,,0,,0,,"299,890",,,,0.00,,,,,,,,,,,,0.32,
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,74179,"Reno, NV--CA","446,529",421,CB,PT,3,0,,0,,0,,0,,"4,012",,0,,0,,0,,"245,846",,"1,529,070",,0,,0,,0,,0,,0,,0,,"95,682",,,,,,,,,,,,,,,,0.39,
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,74179,"Reno, NV--CA","446,529",421,VP,PT,329,0,,"224,052",,0,,0,,0,,0,,0,,0,,0,,0,,"4,130,761",,0,,0,,0,,0,,0,,0,,,,18.44,,,,,,,,,,,,,
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,74179,"Reno, NV--CA","446,529",421,DR,PT,34,0,,"26,546",,0,,"148,706",,0,,0,,0,,0,,0,,0,,"73,018",,0,,"1,064,624",,0,,0,,0,,0,,,,2.75,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,DR,DO,32,0,,0,,0,,"197,534",,0,,0,,0,,0,,0,,0,,0,,0,,"1,133,000",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,MB,PT,6,0,,0,,0,,"38,360",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,DR,PT,49,0,,"244,640",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,CR,PT,20,"615,453",,0,,0,,0,,0,,0,,0,,0,,0,,"2,524,304",,0,,0,,0,,0,,0,,0,,0,,4.10,,,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,VP,PT,165,0,,"112,790",,0,,0,,0,,0,,0,,0,,0,,0,,"1,816,633",,0,,0,,0,,0,,0,,0,,,,16.11,,,,,,,,,,,,,
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",392,MB,DO,120,0,,"25,291",,0,,"1,770,062",,0,,0,,0,,0,,"195,495",,0,,"352,786",,0,,"5,756,426",,0,,0,,0,,"126,546",,,,13.95,,,,,,,,,,,,0.65,
"San Diego Association of Governments, dba: SANDAG",San Diego,CA,90095,"MPO, COG or Other Planning Agency",Full Reporter,78661,"San Diego, CA","3,070,300",391,VP,PT,391,0,,"478,814",,0,,0,,0,,0,,0,,0,,"68,075",,0,,"9,928,872",,0,,0,,0,,0,,0,,"115,443",,,,20.74,,,,,,,,,,,,1.70,
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",382,VP,DO,214,0,,"181,085",,0,,0,,0,,0,,0,,0,,0,,0,,"2,936,472",,0,,0,,0,,0,,0,,0,,,,16.22,,,,,,,,,,,,,
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",382,DR,PT,60,0,,"236,015",,0,,0,,0,,0,,0,,0,,0,,0,,"1,582,902",,0,,0,,0,,0,,0,,0,,,,6.71,,,,,,,,,,,,,
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",382,MB,DO,91,"87,965",,"7,429",,0,,"1,071,996",,0,,0,,0,,0,,"236,326",,"359,891",,"42,547",,0,,"4,393,240",,0,,0,,0,,"83,483",,4.09,,5.73,,,,,,,,,,,,0.35,
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",382,DR,DO,17,0,,"35,537",,0,,"14,742",,0,,0,,0,,0,,0,,0,,"228,033",,0,,"102,792",,0,,0,,0,,0,,,,6.42,,,,,,,,,,,,,
"Potomac and Rappahannock Transportation Commission, dba: OmniRide",Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",380,MB,PT,32,"315,590",,0,,0,,0,,0,,0,,0,,0,,0,,"935,262",,0,,0,,0,,0,,0,,0,,0,,2.96,,,,,,,,,,,,,,,
"Potomac and Rappahannock Transportation Commission, dba: OmniRide",Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",380,CB,PT,80,"777,641",,0,,0,,0,,0,,0,,0,,0,,0,,"4,957,303",,0,,0,,0,,0,,0,,0,,0,,6.37,,,,,,,,,,,,,,,
"Potomac and Rappahannock Transportation Commission, dba: OmniRide",Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",380,VP,PT,267,0,,"251,983",,0,,0,,0,,0,,0,,0,,0,,0,,"5,037,382",,0,,0,,0,,0,,0,,0,,,,19.99,,,,,,,,,,,,,
"Potomac and Rappahannock Transportation Commission, dba: OmniRide",Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,92242,"Washington--Arlington, DC--VA--MD","5,174,759",380,DR,PT,1,0,,"3,591",,0,,0,,0,,0,,0,,0,,0,,0,,"23,206",,0,,0,,0,,0,,0,,0,,,,6.46,,,,,,,,,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,RB,DO,7,"18,829",,0,,0,,"157,527",,0,,0,,0,,0,,0,,"56,024",,0,,0,,"374,717",,0,,0,,0,,0,,2.98,,,,,,,,,,,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,LR,DO,8,0,,0,,0,,0,,0,,0,,0,,"11,028,313",,0,,0,,0,,0,,0,,0,,0,,"618,668",,0,,,,,,,,,,,,,,0.06,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,DR,PT,63,0,,"270,049",,0,,0,,0,,0,,0,,0,,0,,0,,"1,509,315",,0,,0,,0,,0,,0,,0,,,,5.59,,,,,,,,,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,MB,DO,218,"953,907",,0,,0,,"2,359,264",,0,,0,,0,,0,,0,,"5,962,624",,0,,0,,"7,009,155",,0,,0,,0,,0,,6.25,,,,,,,,,,,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,HR,DO,24,0,,0,,0,,0,,0,,0,,0,,"17,585,112",,0,,0,,0,,0,,0,,0,,0,,"2,331,918",,0,,,,,,,,,,,,,,0.13,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,17668,"Cleveland, OH","1,712,178",375,DR,DO,55,0,,"265,857",,"76,446",,0,,0,,0,,0,,0,,0,,0,,"2,233,940",,"350,387",,0,,0,,"350,387",,0,,0,,,,8.40,,4.58,,,,,,,,,,,
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",373,MB,PT,302,"3,256,505",,0,,0,,0,,0,,0,,0,,0,,0,,"17,068,208",,0,,0,,0,,0,,0,,0,,0,,5.24,,,,,,,,,,,,,,,
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",373,DR,PT,71,350,,"322,007",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,0.00,,,,,,,,,,,,,
Puerto Rico Highway and Transportation Authority – Público,San Juan,PR,40105,State Government Unit or Department of Transportation,Full Reporter,79093,"San Juan, PR","1,844,410",370,PB,PT,370,"26,166",,"381,105",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,0.00,,,,,,,,,,,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",367,MB,DO,204,"13,592",,"8,557",,0,,"3,325,716",,0,,0,,0,,0,,"195,017",,"78,997",,"51,799",,0,,"8,640,020",,0,,0,,0,,"141,393",,5.81,,6.05,,,,,,,,,,,,0.72,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",367,DR,TN,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",367,LR,DO,43,0,,0,,0,,0,,0,,0,,0,,"26,971,511",,0,,0,,0,,0,,0,,0,,0,,"3,495,365",,0,,,,,,,,,,,,,,0.13,,,
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,77068,"Sacramento, CA","1,946,618",367,DR,DO,107,0,,"580,394",,0,,"65,189",,0,,0,,0,,0,,"53,360",,0,,"3,149,593",,0,,"774,267",,0,,0,,0,,"51,117",,,,5.43,,,,,,,,,,,,0.96,
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",366,DR,TX,34,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",366,MB,PT,266,"2,333,427",,0,,0,,0,,0,,0,,0,,0,,"21,490",,"7,571,675",,0,,0,,0,,0,,0,,0,,"133,244",,3.24,,,,,,,,,,,,,,6.20,
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",366,DR,PT,66,0,,"288,382",,0,,0,,0,,0,,0,,0,,0,,0,,"2,981,008",,0,,0,,0,,0,,0,,0,,,,10.34,,,,,,,,,,,,,
City of Los Angeles,Los Angeles,CA,90147,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",363,DR,TX,9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
City of Los Angeles,Los Angeles,CA,90147,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",363,CB,PT,103,0,,0,,0,,"1,052,498",,0,,0,,0,,0,,0,,0,,0,,0,,"5,958,065",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
City of Los Angeles,Los Angeles,CA,90147,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",363,MB,PT,171,0,,0,,"640,591",,"1,694,147",,0,,0,,0,,0,,"513,393",,0,,0,,"1,186,171",,"4,991,795",,0,,"1,186,171",,0,,"569,345",,,,,,1.85,,,,,,,,,,1.11,
City of Los Angeles,Los Angeles,CA,90147,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",363,DR,PT,80,0,,"125,405",,0,,"83,162",,0,,0,,0,,0,,0,,0,,"547,345",,0,,"198,080",,0,,0,,0,,0,,,,4.36,,,,,,,,,,,,,
"San Joaquin Council, dba: Dibs",Stockton,CA,99422,"MPO, COG or Other Planning Agency",Full Reporter,85087,"Stockton, CA","414,847",360,VP,PT,360,0,,"391,661",,0,,0,,0,,0,,0,,0,,0,,0,,"5,519,061",,0,,0,,0,,0,,0,,0,,,,14.09,,,,,,,,,,,,,
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.",West Palm Beach,FL,40037,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",359,DR,PT,243,0,,"956,927",,0,,0,,0,,0,,"271,788",,0,,0,,0,,"8,707,837",,0,,0,,0,,"1,163,692",,0,,0,,,,9.10,,,,0.00,,,,,,,,,
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.",West Palm Beach,FL,40037,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",359,MB,DO,116,"1,828,524",,0,,0,,0,,0,,0,,0,,0,,0,,"7,704,684",,0,,0,,0,,0,,0,,0,,0,,4.21,,,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,DR,DO,158,975,,"529,948",,0,,0,,0,,0,,0,,0,,0,,285,,"11,285,893",,0,,0,,0,,0,,0,,0,,0.29,,21.30,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,CB,DO,9,"56,931",,0,,0,,"19,851",,0,,0,,0,,0,,0,,"342,121",,0,,0,,"77,997",,0,,0,,0,,0,,6.01,,,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,MB,DO,30,"22,317",,"67,992",,0,,"247,203",,0,,0,,0,,0,,0,,"88,957",,"640,883",,0,,"879,052",,0,,0,,0,,0,,3.99,,9.43,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,DR,PT,145,0,,"285,357",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,CB,PT,2,"3,640",,0,,0,,"1,269",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,MB,PT,5,0,,"5,081",,0,,"18,472",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
Central Pennsylvania Transportation Authority,York,PA,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,97750,"York, PA","238,549",352,DR,TX,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,FB,PT,3,"31,898",,0,,0,,0,,0,,0,,0,,0,,0,,"18,789",,0,,0,,0,,0,,0,,0,,0,,0.59,,,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,DR,TN,21,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,VP,PT,20,0,,"20,485",,0,,0,,0,,0,,0,,0,,0,,0,,"95,868",,0,,0,,0,,0,,0,,0,,,,4.68,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,LR,DO,5,0,,0,,0,,0,,0,,0,,0,,"3,291,138",,0,,0,,0,,0,,0,,0,,0,,"350,448",,0,,,,,,,,,,,,,,0.11,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,DR,TX,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,DR,PT,70,0,,"422,358",,0,,0,,0,,0,,0,,0,,0,,0,,"3,501,682",,0,,0,,0,,0,,0,,0,,,,8.29,,,,,,,,,,,,,
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,90892,"Virginia Beach--Norfolk, VA","1,451,578",348,MB,DO,225,"1,997,011",,0,,0,,0,,0,,0,,0,,0,,"1,576,400",,"8,997,413",,0,,0,,0,,0,,0,,0,,"70,338",,4.51,,,,,,,,,,,,,,0.04,
Capital District Transportation Authority,Albany,NY,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,DR,DO,18,0,,"161,978",,0,,0,,0,,0,,0,,0,,0,,0,,"1,235,039",,0,,0,,0,,0,,0,,0,,,,7.62,,,,,,,,,,,,,
Capital District Transportation Authority,Albany,NY,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,VP,PT,38,0,,"27,139",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
Capital District Transportation Authority,Albany,NY,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,DR,PT,44,0,,"219,263",,0,,0,,0,,0,,0,,0,,0,,0,,"1,078,846",,0,,0,,0,,0,,0,,0,,,,4.92,,,,,,,,,,,,,
Capital District Transportation Authority,Albany,NY,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,CB,PT,6,"97,153",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.00,,,,,,,,,,,,,,,
Capital District Transportation Authority,Albany,NY,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,970,"Albany--Schenectady, NY","593,142",323,MB,DO,217,"2,052,309",,"16,493",,0,,0,,0,,0,,0,,0,,"27,415",,"9,029,312",,"108,083",,0,,0,,0,,0,,0,,"104,026",,4.40,,6.55,,,,,,,,,,,,3.79,
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",321,DR,DO,40,"147,934",,0,,0,,0,,0,,0,,0,,0,,0,,"1,537,644",,0,,0,,0,,0,,0,,0,,0,,10.39,,,,,,,,,,,,,,,
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",321,CR,PT,64,"861,620",,0,,0,,0,,0,,0,,0,,0,,0,,"305,607",,0,,0,,0,,0,,0,,0,,0,,0.35,,,,,,,,,,,,,,,
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",321,CB,DO,143,"1,217,202",,0,,0,,"356,918",,"519,503",,0,,0,,0,,0,,"7,821,074",,0,,0,,"1,799,331",,0,,0,,0,,0,,6.43,,,,,,,,,,,,,,,
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",321,MB,DO,281,"2,536,427",,0,,0,,0,,0,,0,,0,,0,,0,,"11,801,028",,0,,0,,0,,0,,0,,0,,0,,4.65,,,,,,,,,,,,,,,
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",321,LR,DO,76,0,,0,,0,,0,,0,,0,,0,,"39,894,110",,0,,0,,0,,0,,0,,0,,0,,"8,161,941",,0,,,,,,,,,,,,,,0.20,,,
